Year,Sqft,Bedrooms,Bathrooms,Floors,Price
2000,1920,3,2.5,2,432000
1950,1760,2,1,1,428950
1966,1060,3,1,1,420000
1991,2280,4,2,2,416500
1912,1030,2,1,1,410000
1966,1590,3,2,1,395000
1993,1490,3,3,2,390000
1965,2290,5,1.75,1,390000
1959,1640,3,2,1,375000
1983,1410,3,2,1,375000
2006,2689,4,2.5,2,368000
1999,2390,4,2.5,2,360000
1999,2570,4,2.5,2,355000
1967,1780,4,1.75,1,353000
1987,1990,3,2.5,1.5,345000
2012,2020,4,2.5,2,345000
2002,1210,3,3.25,2,343000
1948,1530,4,1.75,1,338000
1969,1820,4,1.75,1,331500
1983,1470,3,1.75,1,328000
1992,2150,4,2.75,1,320000
1910,700,1,1,1,315000
1981,1010,2,1.5,2,310000
1999,1500,2,2,3,308625
1947,890,2,1,1,302000
1968,1260,3,1,1,300000
1954,1580,3,1,1,299950
1953,1160,3,1,1,285000
1964,1650,4,1,1,282500
1939,880,2,1,1,280000
1958,1400,3,1.75,1,274000
1994,1820,3,2.5,1,245000
1932,1470,2,1,1.5,230000
1943,710,2,1,1,216500
1946,1380,3,2,2,215500
1951,1080,2,1,1,203000
1976,1120,3,1,1,195700
1965,1190,3,1.75,1,195000
1924,950,2,1,1,193000
1958,1280,3,1,1,175000
1920,830,2,1,1,160000
1946,980,3,1,1,144000
1910,4910,6,2.25,2.5,1680000
2002,4700,4,3.5,1,1240000
2003,4340,4,3.5,2,1190000
1994,4270,4,3.5,2,1160000
1987,2790,4,2.5,2,982000
2007,3720,4,3.25,2,980000
1955,1220,3,1,1,875000
1960,3720,4,3,1,875000
2010,3460,4,3.5,2,855000
1956,3020,4,3.25,1,808100
1997,2900,3,3,2,799950
1996,2640,3,2.5,1.5,790000
2000,2930,3,2.5,2,785000
1993,3270,4,2.5,2,785000
1995,2100,3,2,1,740000
1998,2570,4,2.5,2,715000
1907,1550,4,4,1.5,707500
1928,2820,4,3,1.5,697000
1977,2290,4,2.5,2,660000
1906,1270,3,1,1.5,655000
1942,2110,4,2.5,1,650000
1975,3340,5,2.25,2,645000
2006,3440,4,2.5,2,616000
1981,2880,4,2.25,1,614000
1952,2720,4,1.75,1,599950
2004,2380,4,2.5,2,590000
1988,2060,3,2,1,574000
1979,1810,3,2,2,515000
1986,2900,3,2.25,2,485000
1989,2560,3,2.5,2,470950
1986,2590,4,2.5,2,465000
1968,2720,5,2.75,1,456000
1990,1990,3,2.5,2,450000
1903,1270,3,1.75,1.5,449000
2008,3450,4,3.25,2,445000
1980,2710,3,1.5,1.5,442500
1923,1080,2,1.5,1,440000
2004,2320,4,2.5,2,429950
1959,1540,3,1,1,429000
1968,1420,3,2,1,421000
1940,2700,4,1.5,1.5,415000
1929,1860,3,1.75,1.5,407185
2005,1470,3,2.5,2,379770
1991,1980,3,2.5,2,370000
2003,2210,3,2.5,2,359950
1900,1760,3,1,1.5,352950
1955,2670,4,2.25,1,339950
1953,2390,3,1.75,1,335000
1966,2500,4,1.5,1,330000
1992,2000,3,2.5,2,324360
1978,2190,4,2.5,2,320000
1951,1520,3,1,1.5,320000
1924,720,3,1.5,1,295000
1979,1390,3,1.75,2,290000
1963,1340,3,1.75,1,290000
2013,1600,3,2.5,2,287000
1962,1400,3,1,1,279900
1990,1940,4,2.5,2,278000
1969,1610,4,1.5,1,275000
2005,1390,3,2,2,267000
1954,1140,2,2,1,255000
1987,1330,3,1.75,1,248000
1955,1010,3,1,1,245000
1960,670,2,1,1,245000
1978,1770,3,1.75,1,240000
1980,1360,3,1,1,230000
1916,1280,3,1,1,227000
1980,1300,3,1.75,1,224500
1942,720,2,1,1,217000
1979,1510,3,1.75,1,195000
1913,1280,2,1,1,195000
1953,1010,3,1.5,1,185000
1952,960,3,1,1,179950
1949,760,2,1,1,129000
2013,3530,5,3.75,2,1610000
1941,1160,3,1.75,1,450000
1998,1310,3,1.5,2,325000
2008,1870,4,2.25,2,313999
2012,2242,3,2.5,2,310000
1991,2470,3,2.5,2,607000
2003,2990,3,2.5,1,373000
1953,1590,3,1.75,1.5,346000
2006,2610,3,3.25,2,2000000
2004,6070,5,4.5,2,1570000
1938,3290,5,3.75,2,1390000
1998,3230,3,3,2,1260000
1983,3670,3,2.5,1,1250000
2007,2660,3,2.5,3,1240000
1921,3940,4,2.5,2,1200000
2012,3180,4,3.75,2,1150000
1964,2580,4,2.75,2,1080000
2005,3545,3,2.5,1,1030000
1923,1820,4,1,1.5,1010000
1957,3060,4,3,1,959750
1963,1490,2,1.75,1,898000
1963,2180,4,2.25,1,830000
2000,1210,2,1,1,824000
1987,3040,4,2.5,2,725000
1980,2440,3,2.75,1,720000
1908,1720,3,2,2,713500
1916,2100,3,1.75,1.5,700000
1926,1940,3,2,1,700000
1930,1210,3,1,2,640000
1912,1110,2,1,1.5,600000
1992,4300,4,3.5,2,600000
1925,2640,5,2.5,1.5,593000
2003,2320,3,2.5,2,580500
1996,2040,4,2.5,2,575000
1926,1370,4,1.5,1.5,545000
1929,1090,3,1,1.5,535000
1937,1440,3,1,1.5,523000
1988,1730,3,1.75,1,521000
1987,2280,3,2.5,2.5,520000
1985,1430,3,1.75,2,520000
1966,1550,5,1.5,1,510000
1945,1360,4,2,1.5,507000
1998,1950,4,2.5,2,497950
1964,1420,5,1.5,1,485000
1974,2410,4,2,2,470000
2014,1820,3,2,3,469950
1986,1250,2,1.75,1,468000
2004,1690,3,2.5,2,467000
1984,1520,3,2.25,2,447000
2007,1650,3,2.5,2,440000
1995,1620,2,1.75,1.5,439000
1954,1600,2,2,1,438200
2000,2640,4,2.5,2,436000
1955,2180,5,2.5,1,425000
1977,1610,3,1.75,1,425000
1947,980,2,1,1,415000
1941,1130,3,1,1,400000
1980,2770,3,2.5,1,390000
2006,1370,3,3.5,2,385000
1950,2120,4,1.75,1,379400
1976,1290,3,1,1,373000
2009,780,2,1,2,370000
1997,2760,4,2.75,1,369950
1944,1120,3,1.75,1,362000
1949,850,2,1,1,354000
1959,940,3,1,1,350000
2007,2506,4,2.5,2,350000
1972,970,3,2,1,339300
1974,1610,3,1.75,1,338950
1947,1250,3,1.75,1,338000
1969,1070,3,1,1,330000
2000,1780,4,2.5,2,315000
1962,2110,5,1.75,1,300000
2007,1420,3,2.5,2,290000
2009,1785,4,2.5,2,282000
1978,1990,4,2.25,1,280000
1990,2010,3,2.5,2,279000
1967,1240,2,1.5,2,277700
1980,1580,3,1.5,1,264500
2006,1160,2,1.5,2,250000
1987,1620,3,2.5,2,240000
1921,1240,3,1,1,234000
1956,980,3,1,1,218000
1956,1040,3,1,1,210000
1967,1210,3,1.5,1,208000
1959,1230,3,2,1.5,195000
1983,1020,2,1.75,1,187000
1964,800,2,1,1,145000
1950,760,2,1,1,135900
1931,3440,4,2.5,1.5,2490000
2005,3440,3,3.25,2,1320000
1906,1910,5,1.75,2,1130000
2003,4010,5,3.25,2,1100000
2014,3500,4,3.5,2,998000
1953,4060,4,1.75,2,970000
1988,3510,4,2.5,2,915000
2011,3700,5,3.5,2,830000
1985,3280,3,2.5,1,825000
1969,2510,4,2.25,2,799000
2005,3340,4,2.5,2,749950
1928,2400,5,3.25,2,700000
2005,2980,3,3,2,670000
2003,3220,5,2.5,2,640000
1985,3520,5,3,2,632000
1975,2490,3,2.25,2,590000
1989,1560,3,1.5,1,577000
2014,3230,4,3.25,2,572115
2014,3370,4,2.5,2,559630
1959,1670,3,2,1,555565
1942,1740,4,1.75,1,554950
1924,2100,4,2,1,550000
1974,2440,5,3.5,2,519950
1904,1400,2,1.5,1,515000
1968,2710,4,3.5,2,502700
1994,2200,4,2.5,2,465000
1964,1430,3,1.75,1,462600
1903,1690,3,1.75,1,457000
2014,2716,4,2.5,2,452000
1954,1350,3,1.75,1,450000
1998,2680,4,2.5,2,437500
1988,1820,4,2.75,1,430000
1920,1970,4,2,1.5,423000
2014,3087,3,2.5,2,399950
1952,1170,3,1.75,1,399000
2004,1120,2,2,2,380000
1999,2580,4,3,2,370000
1986,2310,3,2.5,2,362000
2008,1300,3,2.5,2,329950
1925,840,2,1,1,315000
1978,2130,3,2.25,1,283000
1995,1480,3,2.5,2,256000
1989,1680,3,2.5,2,252000
1992,1790,3,2.5,2,250000
1988,1380,3,1.75,1,240000
1979,1950,4,2.25,2,220000
1983,1290,3,1.75,1,220000
1980,1320,2,1.75,1.5,200000
1926,1100,3,1,1.5,174900
1958,1010,3,1,1,165000
1947,3600,4,3.5,2,1350000
1984,3480,4,2.5,1.5,1190000
1927,4290,5,3.25,2.5,1160000
1990,4740,4,3.25,2,1150000
1968,3240,4,2.25,2,1070000
2007,2350,2,2.5,3,1050000
2007,3610,4,3.25,2,1010000
1973,3010,4,2.25,2,980000
1992,4030,4,3.5,3,950000
1907,1920,4,1.75,2,870000
2000,3960,4,2.5,2,805000
1949,2560,4,2.5,1,790000
1988,3140,4,2.5,1,765000
1906,3410,7,2.75,1.5,750000
1980,2310,4,2.75,1,750000
1990,3130,4,2.5,2,745000
1988,2470,3,2.5,2,732500
2003,2910,4,3,2,701000
2006,1910,3,2.5,2,663000
2007,3090,3,2.5,2,659000
2014,1680,2,2.5,2,653500
1917,2208,4,2,3,650000
2012,2870,3,2.5,2,650000
2000,2990,4,2.5,2,645500
1955,2940,4,3,1,640000
1959,2350,4,1.75,1,620000
1967,2600,5,3,1,599950
1987,3030,4,2.5,2,557865
1971,1840,3,1.75,1,550000
1929,1500,5,1,2,549000
2008,3010,4,2.5,2,530000
1960,2440,4,2.75,2,525000
2005,1830,2,2.5,2,524950
2014,3390,4,2.5,2,495000
1978,1790,3,2.25,1,493000
1925,2120,6,1.75,1.5,493000
2006,1500,3,2.25,2,490000
1919,1900,3,1.75,1.5,476800
1968,2270,3,1.75,1,475000
1953,1570,3,2,1,468000
1977,2560,3,2.25,1,465000
2001,1510,3,3.25,2,465000
1996,2080,4,2.5,2,460000
2002,2800,4,3,2,457000
1952,2320,3,2,1,450000
1902,1880,3,2,2,449950
2013,2420,5,3,2,445000
1950,1070,2,1,1,425000
1953,1550,2,1.75,1,415000
2006,3370,5,2.5,2,405000
1926,1480,3,1.75,1,402300
1948,790,2,1,1,399000
1924,990,3,1,1,399000
1954,1710,3,1,1,396500
1918,1010,2,1.5,1,395000
1962,1470,3,2,1,395000
1912,2195,4,2,1,392450
1980,1110,3,1,1,379500
1982,1470,3,2.25,2,376000
1950,1160,2,1.5,1,365000
2001,2880,5,2.5,2,362000
1945,1000,3,1,1,357500
1953,980,3,1,1,330000
1916,940,2,1,1,329000
1961,2770,4,2.5,1,318700
1920,1100,2,1,1.5,300000
1994,1940,3,2.5,2,297000
2005,2423,4,2.5,2,290000
1955,1700,3,1,1,284700
1945,1340,3,1,1.5,281000
1955,1320,3,1,1,275000
1993,1790,4,2.5,2,260000
1955,1240,3,1.5,1,259950
1994,1340,3,2,2,252000
1977,1870,4,2,1,245000
1959,1660,3,1.5,1,235000
1941,1200,2,1,1,231500
1973,1660,3,1,1,220000
1954,1090,2,1,1,196700
1969,920,3,1,1,179950
2013,1300,3,1,1,155000
1943,710,2,1,1,129888
2013,5190,5,4,2,2900000
1980,3370,3,2.25,1,1600000
2014,3130,4,4.5,3,1330000
1937,3400,3,3.25,2,1300000
1928,4110,4,2.75,2,1200000
1973,4320,5,2.25,2,1100000
2009,1680,2,2.5,3,840000
1902,1510,3,1,2,799000
2014,3820,4,2.75,2,770000
1987,3360,4,2.5,2,765000
1998,2850,4,2.5,2,760000
2014,1630,2,2.25,2,729999
1978,3780,5,2.5,1,725000
1921,1580,2,1,2,720000
1987,2550,4,2.25,2,703770
1999,2580,4,2.5,2,700000
2014,1710,3,2.25,2,685000
1924,2250,4,1.75,1.5,637800
1960,2100,4,2.5,1,630000
1935,990,2,2,1,600000
1905,2060,3,1.75,1.5,595000
1988,2150,3,2.5,2,580000
2003,1910,3,2.5,1.5,580000
1920,1860,3,2.25,1.5,572000
1915,1390,3,2,1.5,550000
1988,2380,3,2.5,3,549950
2003,1990,3,2.5,2,545000
1958,1530,3,1.75,1,526000
1929,1590,5,1,1.5,518000
1969,2070,4,2.5,1,518000
1947,1390,2,1,1,510000
1940,1370,3,1.75,1,510000
2004,3880,5,3.75,2,506000
1967,2250,4,2.5,1,496500
1965,1660,3,1.75,1,490000
1961,1840,3,2.25,1,472800
1925,1450,4,1.75,1,471000
1960,2760,3,1.75,1,465000
1989,2090,3,2.5,2,455000
2005,1510,2,1.75,1,449000
1993,3080,4,2.5,2,440000
2014,1800,3,2.5,2,437718
1999,3380,3,2.5,2,435000
2003,2030,3,2.5,2,430000
1941,790,2,1,1,425000
1985,1280,3,2.5,2,415000
1996,2420,3,2.5,2,415000
2007,1210,2,1.5,2,414500
1970,1140,4,1,1,410000
2006,1522,3,3.5,2,407500
1960,1510,3,1.5,1,400000
1962,2320,6,2,2,400000
2008,1340,2,2.5,2,400000
1971,2120,4,1.75,2,397950
1947,950,3,1,1,390000
1976,2390,4,2.75,1,379750
1947,1000,3,1.5,1,378000
1971,1320,3,1.5,1,370000
2007,893,2,1.5,2,359950
1976,1140,3,1.5,1,356000
1950,940,2,1,1,350000
1925,1420,4,1.5,1.5,349950
1961,1130,3,1.5,1,341500
2003,1240,3,2.5,3,340000
1972,1200,4,1,1,340000
1948,790,2,1,1,325000
1957,2410,6,2.75,1,320000
1960,2080,2,1,1,315000
1963,2210,5,2.75,1,314000
1975,1260,3,2.5,1,312620
1965,1040,2,1.5,1,310000
1976,2320,4,3,2,310000
1967,1990,3,2.25,2,309950
2009,2470,4,2,2,305000
1957,2251,4,1.75,1,305000
2012,1763,4,2.25,2,305000
1918,860,2,1,1,284000
1998,1450,3,2,1,276000
1970,1510,3,1.5,1,275000
1906,680,2,1,1,275000
1922,1040,2,1,1,270000
2001,980,2,1.5,2,260000
1987,1810,3,2,2,252500
1918,1440,4,1,1,250000
1942,1220,4,1.5,1,250000
1916,1270,3,2,1.5,247000
1983,1450,2,1.5,1,245000
1986,1470,2,2,1.5,239000
1951,1190,2,1,1,238950
1963,1120,3,1.5,1,227950
1960,1840,3,1,1,210500
1983,1260,3,1.75,1,210000
1905,1200,3,1,1,210000
1976,1330,3,1,1,206990
1954,1130,3,1,1,205000
1947,680,1,0.75,1,200000
1959,940,3,1,1.5,180000
1977,1150,3,1.75,1,166600
1951,770,2,1,1,163250
1969,980,2,1,1,128000
1980,5770,4,4.25,2,3850000
1916,4760,4,2.25,2.5,2250000
1949,5770,4,4.5,1,1540000
1912,2950,4,2.75,2,1050000
1980,2880,3,3.5,1,1020000
1976,5470,5,3.5,2,975000
1925,2140,3,1.5,2,940000
1992,3520,4,2.5,2,864500
1959,2790,5,2.75,1,840000
1961,2020,4,2.25,1,810000
2006,4600,5,4.5,2,805000
1976,3180,4,3,2,790000
2009,1580,3,2.5,3,727000
1939,1660,3,2,1,635500
1983,3800,3,3.25,2,630000
1940,2910,5,2.75,2,605000
2008,2030,3,2.5,2,595000
1984,2280,3,2.5,2,577500
2001,1870,3,2.5,2,575000
1998,3240,4,2.5,2,574000
2009,1950,2,2.5,3,565000
1994,2010,3,2.5,2,551000
1991,3160,4,3,1,545000
2006,2590,4,2.5,2,530000
1965,2520,4,1.75,1,525300
1967,3180,4,2.5,2,523000
1992,1810,3,2.5,2,517500
1908,1100,3,1,1.5,505000
1920,1260,3,1,2,490000
1997,2990,5,2.75,2,490000
1978,2500,4,2.25,1,488000
1929,1720,4,1.75,1.5,460000
1909,880,2,1,1,460000
1969,1300,3,1.75,1,455000
1992,1700,3,2,2,454000
1987,2880,4,2.5,2,440000
1962,1710,5,2.5,1.5,431650
2001,3000,4,2.5,2,430000
1981,2350,3,2,1,430000
1985,1340,3,1.75,1,427800
1947,1670,2,1,1,425000
1968,1870,6,2,1,380000
1973,2250,5,2.5,1,370000
1908,2200,4,2,1,358000
2011,2460,5,2.5,2,358000
1952,810,2,1,1,357950
1944,1890,5,2,2,339950
2013,1936,3,2.25,1,338900
2009,1090,3,2.5,2,335000
1947,2190,5,1.75,1,310000
1988,1140,3,1.5,2,310000
1992,1920,4,2.5,2,303500
2005,830,2,1.5,2,299000
2000,1720,4,2.5,2,295700
1944,1080,3,1,1,284000
1995,1640,3,2,1,280000
1991,1680,3,2.5,2,272000
1988,1610,3,2.25,2,269950
1957,1860,3,1,1,265500
1986,1520,3,2.5,2,260000
1974,1780,3,2.5,1,252500
1937,460,1,1,1,247000
1950,960,2,1,1,244000
1975,1560,3,1.75,1,236000
1961,940,3,1,1,223000
1930,720,1,1,1,199900
1969,1090,3,1.5,1,185000
1920,1010,3,1,1,180000
1947,590,2,1.75,1,156000
1921,2980,5,4,1.5,842500
1975,2340,4,1.75,1,700000
2003,2500,4,2.5,2,336500
1913,2580,6,3,1.5,326000
1978,2160,4,1.75,2,324888
1952,2610,3,3,1.5,1580000
2005,6110,4,5.25,2,1320000
2014,3490,4,3.75,2,1310000
2001,3980,4,3.75,2,925900
1975,2560,4,2.75,1,880000
1947,2180,3,1.75,1,860000
2014,2760,4,2.75,2,847093
1997,2690,3,2.5,2,805000
1955,2150,4,1.75,1,800000
2008,3330,5,3.5,2,795000
2010,3420,4,2.75,2,780000
1993,3220,4,2.5,2,775000
1959,2560,4,2.75,1,740000
2006,3910,4,3.25,2,709950
1927,1760,3,1.75,1.5,688500
1965,2310,3,2,2,627000
2010,2830,3,2.5,2,614000
1963,2600,6,3,1,600000
1908,1970,4,2.25,1.5,600000
2008,2870,4,2.75,2,577288
2001,2510,3,2.5,2,571000
1948,2630,4,1.75,1,567000
1958,3440,5,2.5,1,554000
1998,2820,4,2.5,2,545000
2014,2650,4,2.75,2,545000
1929,1610,3,1.75,1.5,540000
1939,2000,3,1,1,525000
2010,2180,3,2.5,2,496000
1952,2090,3,1.75,1,489000
2014,2714,4,2.5,2,485230
1908,2040,5,2,2,475000
2002,3430,5,3.5,2,473000
1954,1920,4,1.75,1,455000
1955,1430,3,1.75,1,453000
2005,1160,2,1.5,2,453000
1946,1460,4,1,1,445000
1968,1810,3,1.75,1,443000
1989,2350,4,2.5,2,440000
1930,2170,5,1,1.5,435000
1962,1200,3,1,1,427000
1947,1630,2,1,1,426000
2010,2000,3,2.5,2,417000
1914,1900,4,2,1,410000
1921,1340,3,1,1,409500
2009,1240,2,1.5,2,403000
1942,2240,4,3,2,400000
1939,1000,2,1,1,397000
1956,1300,3,1.5,1,396000
1944,2240,4,2,1.5,395000
1966,1830,4,2,1,383000
1955,1040,3,1,1,375000
1966,2120,3,1.75,1,368000
1948,1370,3,1,1,357000
1942,670,2,1,1,348000
1969,2180,4,2.25,1,318000
1925,1550,3,1.5,1.5,313000
1981,1400,3,2.75,1,311000
1950,1140,3,1.75,1,310000
1963,3100,3,2.25,1,302500
1982,2830,4,2.5,1,295500
1973,1810,4,2,1,295000
1999,1810,4,2.5,2,295000
2008,1390,4,2,3,288790
1935,1060,1,1,1,285000
2009,1613,4,2.5,2,279500
1954,820,2,1,1,274000
2004,1870,4,2.5,2,272000
1975,1950,3,1.5,1,269950
1981,1420,4,1.75,1,268500
1999,1120,3,2.75,3,265000
1993,1370,3,2.25,2,264500
1949,700,2,1,1,254950
1966,1090,3,1.5,1,249950
1952,1210,2,1,1,239000
2005,680,2,1.5,2,239000
1950,1370,2,1,1,237600
1974,1510,3,2,1,234950
1980,1500,3,1.5,1,230000
1995,1340,3,2.5,2,230000
1989,1590,3,2.5,2,225000
1944,1000,3,1,1,220000
1962,1600,3,1.5,1,220000
1955,980,3,1,1,185000
1941,5020,3,3.25,2,3600000
2001,5220,5,4.5,2,1570000
1992,2400,3,1.25,3,1390000
2014,4115,5,3.25,2,988830
1988,2930,3,2.5,2,905000
1948,2380,4,2.25,2,875000
1955,1530,3,1.5,1,865000
1965,2330,4,2.25,2,850000
2014,2990,4,2.75,2,814950
1921,2390,3,2,2,810000
1903,1750,5,1,1.5,774900
2008,1870,3,2.25,3,770000
1994,2660,4,2.5,2,751305
1994,3380,3,2.5,2,751000
2014,2190,3,2.25,3,719950
1987,2370,4,2.5,2,688100
1910,2850,4,2,1.5,650000
1988,2390,4,2.5,2,645500
1971,3600,6,5.25,2,643500
2002,2180,4,2.5,2,607010
1993,2350,4,2.5,2,598850
1920,1320,3,1,1,594000
1947,1390,3,1.5,1,589000
2001,1490,3,3.25,3,580000
2014,2730,5,2.75,2,565997
1965,2860,5,3.25,1,565000
1951,2000,3,1.75,1,549000
1926,1680,3,1.75,1.5,540000
2007,3370,5,2.5,2,540000
1926,1260,2,1.5,1.5,531000
1984,2240,4,2.25,1,530000
1989,3960,5,3.25,2,525000
2006,2890,4,2.5,2,515000
1991,2540,3,2.5,2,510000
1959,2740,5,2,1,510000
1994,1590,2,2.5,2,509500
1920,1250,2,1,1,505000
1938,2020,4,2.25,2,490000
1929,2360,3,2.5,1,480000
1981,1620,2,2.5,2,475000
1983,1970,4,2.25,1,475000
1948,1540,2,2,2,462500
1984,1690,3,2,1,459800
1920,2820,3,1.75,1,456700
1910,1180,2,1,1,450000
1940,1700,4,2,1,445000
1976,1810,3,1.75,1,430000
1972,2660,4,2.25,2,425000
1990,2550,4,2.5,2,422500
1987,1800,3,2.5,2,416000
2007,1430,3,2.5,3,399000
1971,1290,3,1.75,1.5,365000
1987,1630,3,2.5,2,360400
1999,1980,3,2.5,2,359950
1948,1250,2,1,1,355000
2005,2090,3,2.5,2,352000
1921,1030,3,1.5,1,345000
1962,1280,3,1.5,1,342450
2001,2840,4,2.5,2,339000
1954,1240,5,1.75,1,333000
2009,1240,3,1.5,2,320000
1987,1340,3,1,1,320000
1971,1660,3,2,1,315000
1989,1960,4,2.25,2,308000
1980,1790,3,2,1,307000
1929,950,3,1,1.5,300000
2005,1570,3,2.5,2,299950
2008,1400,2,2.5,2,299000
1940,1020,3,1,1,293000
1952,1520,3,1,1.5,279000
2010,2620,3,2.5,2,277500
1930,1370,3,1,1,275000
1999,1600,3,1.75,1,268000
2004,1810,3,2.5,2,266490
1949,960,4,1.75,1,255000
1941,620,2,1,1,255000
1974,1940,4,1.75,1,252000
1960,2300,3,3,1,250000
1917,1100,3,1,1,250000
1942,1470,3,2,1,250000
1976,1390,3,1.5,1,225000
1953,1080,3,1,1.5,219000
1999,1500,4,2.25,2,210000
1964,1400,3,1.5,1,210000
1962,990,3,1.5,1,158000
1939,870,1,1,1,157000
1943,830,2,1,1,135000
1926,4090,4,3.75,2,2400000
1969,3220,4,2.5,1,2380000
1924,3490,3,3,2.5,1050000
2007,3350,4,3.5,2,1010000
1962,2830,3,2.75,1,999000
1955,2010,3,2.5,1,960000
1954,1240,2,1,1,900000
2002,3420,4,2.5,2,839900
1977,2680,4,2.5,2,788000
1918,2230,3,1,2,770000
1978,2710,3,2.5,2,740000
1949,2280,3,1.75,2,718000
1956,2000,4,1.75,1,710000
1947,1820,4,2,2,705000
2012,2350,3,2.5,2,700000
1999,1770,3,2,3,690000
1953,2130,3,1.75,1,667500
1938,1980,4,2,2,659000
1946,1220,1,2.25,2,611900
2001,2080,4,2.5,2,601000
1907,2100,4,2.5,2,595000
2004,2630,4,2.5,2,576925
1984,2180,3,2.25,2,570000
1980,1880,3,1.75,1,550000
2004,1920,3,2.5,2.5,542500
1983,2030,3,2.5,2,530000
1925,1260,2,1,1.5,528000
1945,1430,4,1.5,1.5,525000
1961,2040,5,1.75,1,520000
2008,2390,3,3,1.5,519500
1943,1190,3,1,1,517500
2001,2430,3,2.5,2,515000
1926,1810,3,1.75,1,515000
1950,1800,4,1.5,1.5,508500
1989,2100,3,2.5,1,506400
1915,1810,5,1,1.5,495000
1979,2300,4,2.5,1,465000
1956,1820,2,1.5,1,460000
2003,1440,3,2.5,2,440000
1940,1180,3,1,1,425000
1968,1980,4,1.75,1,425000
1952,1630,3,1,1,415000
1972,1640,3,1.75,1,415000
1966,1090,3,1.5,1,415000
1948,920,2,1,1,412133
1967,1640,3,1.75,1,397000
1957,1540,3,1.75,1,392500
1987,1450,3,2,1,391500
2005,1070,2,1.5,3,382000
2009,1700,2,2.5,2,378000
1961,1930,3,2.5,1,375000
2005,1600,3,2.5,2,375000
2003,2030,4,2.5,2,365500
2001,1810,3,2.5,1,355000
1998,2650,4,2.5,2,352000
1963,2580,3,2.25,1,340000
1999,1260,3,1.5,2,333000
1987,2280,4,2.5,2,325000
1956,1700,3,1.5,1,315000
1974,1610,3,1.75,1,313500
2008,2280,3,2.5,2,312000
2005,1850,3,2.5,2,299000
1938,2060,3,1.5,1.5,294000
1910,1240,1,2,2,290000
1916,550,1,1,1,290000
1953,1470,3,1,1,290000
1923,1010,2,1.5,1,269000
1979,1500,4,2.75,1,262500
1984,1540,3,2,2,252000
1980,1430,3,2,1,250000
1919,1200,4,1,1,249000
1990,1650,3,2.5,1,246000
1990,1078,2,1.5,2,240000
1974,1400,3,2,1,233000
1969,1690,3,1,1,215000
1959,1720,4,2,1,206000
1958,1370,3,1.5,1,203000
1918,800,2,1,1,195000
1951,680,2,1,1,193000
1953,1200,3,1,1,190000
1969,1390,2,1,1,185000
1944,810,2,1,1,170000
1957,3930,3,2.5,1,3070000
2000,6330,4,4,2,2390000
2014,4830,5,4.25,2,1680000
2003,3030,4,2.5,1,1470000
1988,4400,4,3.25,2,1150000
1988,3140,4,2.5,2,990000
1909,2590,5,2.75,2,961000
1983,2590,3,2.75,2,920000
2014,3370,4,2.5,2,890000
2007,4600,5,3.5,2,880000
2004,3970,5,4.25,2,811500
1996,3340,4,2.75,2,808000
1924,2350,5,3,2,805000
1979,3350,4,3,1,805000
1955,2730,4,2.25,1,770000
2008,2370,4,2.5,2,749950
2001,1679,2,1.75,2,700000
1922,2230,4,2,1.5,690000
1996,3960,5,3.5,2,650000
1990,3730,3,3,1.5,649500
2007,1390,2,2.25,2,625000
1999,2490,3,3.5,2,616950
1926,1040,2,1,1,580000
1976,2720,4,2,2,560000
1992,2090,3,2,1,560000
1992,2280,5,2,2,534000
1961,2140,3,2.25,1,524000
1986,3720,5,3,2,500000
1961,2020,4,2.25,1,496600
1989,1560,3,1.75,1,490000
2005,1330,2,2.25,2,479000
1984,2090,4,2,1,460000
1940,2060,2,1.75,1,457000
2013,1350,2,2,3,455000
1963,1580,4,1.5,1,452000
1941,1880,3,1.75,1,445500
1985,1850,3,2.25,2,445000
1903,1610,3,1,1.5,440000
1991,2470,4,2.5,2,438950
2008,1560,2,2.5,2,435000
1963,1470,3,1.75,1,432500
1966,1310,4,2.25,1,421000
1943,720,2,1,1,419000
2014,2906,4,2.5,2,418395
1987,1410,3,2,1,410000
1925,1480,3,1,1.5,398000
2006,1370,3,3.25,2,388000
1960,1680,3,2.25,1,385000
2007,2560,4,2.5,2,385000
1981,1430,3,1.75,2,375000
1979,1750,3,2.75,1,370000
1961,2020,4,2.75,1,366000
1948,1520,4,1,1,365000
2007,2690,4,3.5,2,359950
1959,2550,3,2.25,1,355000
1954,1550,3,1.5,1,350000
2007,1250,2,1.75,2,349000
1993,2380,4,2.5,2,342000
1979,3400,3,1.75,1,340000
1986,2090,4,3,1,338000
1985,2450,3,2.25,2,329000
2012,2020,3,2.5,2,321000
1925,2770,3,2.75,1.5,317625
2007,1410,3,2.5,2,315000
1994,2100,3,2.5,2,305000
1991,1760,3,2.25,2,300000
1996,1280,2,1.75,1,297000
1951,1790,4,1.75,1,297000
1957,1650,3,2,1,294000
1998,2910,4,2.75,1,292000
1929,1990,4,1.75,2,290000
1978,1770,3,1.75,1,280000
2007,2789,4,2.5,2,272000
1949,1140,2,1.5,1,262500
1939,1380,3,1.75,1,249900
1983,1260,2,2,1,230000
1972,1160,2,1.5,2,229950
1968,1610,3,2.25,1,218000
1961,1000,2,1,1,213000
2005,1280,2,2.5,2,206000
1993,1870,3,2.5,2,205000
1990,1420,3,1.5,1,202000
